,loss,accuracy,context_size,lr,batch_size,epochs,patience,min_delta,gamma,step_size,dropout,time_total_s,val_loss_list,train_loss_list
74,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.758359432220459,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
76,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.634371280670166,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
97,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.1673808097839355,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
96,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.2246127128601074,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
95,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.262000322341919,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
94,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.323345422744751,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
93,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.3485908508300781,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
92,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.3059241771697998,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
91,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.327650785446167,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
90,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.2833857536315918,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
89,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.3035824298858643,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
88,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.3489055633544922,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
87,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.3100059032440186,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
86,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.268855333328247,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
85,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.377600908279419,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
84,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.4667105674743652,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
83,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.4612796306610107,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
82,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.50628662109375,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
81,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.5200815200805664,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
80,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.5440468788146973,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
79,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.4308199882507324,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
78,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.4263103008270264,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
77,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.5134601593017578,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
75,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.6097533702850342,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
50,3.0,0.22058823529411764,2,0.009159544393144516,512,200,10,0.0006816366988585599,0.9,5,0,1.611515760421753,"[3.253305196762085, 3.1895291805267334, 3.134925603866577, 3.090576171875, 3.055227518081665, 3.0305848121643066, 3.0138025283813477, 3.0026097297668457, 2.9976420402526855, 2.998281717300415, 3.0031039714813232, 3.0111441612243652, 3.021512269973755, 3.032810688018799, 3.0452022552490234, 3.0573794841766357, 3.0704667568206787, 3.0842254161834717, 3.097844362258911]","[3.4180386066436768, 3.183279275894165, 3.013032913208008, 2.887155294418335, 2.713855028152466, 2.5793769359588623, 2.493637800216675, 2.416146755218506, 2.2512216567993164, 2.1906540393829346, 2.0902650356292725, 2.0557026863098145, 2.008237838745117, 1.990384817123413, 1.9173825979232788, 1.9483792781829834, 1.8286824226379395, 1.8264693021774292, 1.741612434387207]"
